index,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
13569,Hyundai Verna,Hyundai,Verna,6,92380,Dealer,Diesel,Manual,23.9,1582,3,5,585000
11771,Toyota Innova,Toyota,Innova,8,95000,Dealer,Diesel,Manual,12.8,2494,2,7,685000
12511,Honda Amaze,Honda,Amaze,2,45000,Dealer,Petrol,Automatic,18.3,1199,2,5,675000
7514,Hyundai Grand,Hyundai,Grand,6,42426,Dealer,Petrol,Automatic,18.9,1197,2,5,440000
3738,Skoda Rapid,Skoda,Rapid,5,50000,Dealer,Petrol,Manual,15.0,1598,2,5,570000
17026,Maruti Swift,Maruti,Swift,2,11320,Individual,Petrol,Manual,21.21,1197,2,5,700000
11556,Volkswagen Polo,Volkswagen,Polo,8,58000,Dealer,Diesel,Manual,22.07,1199,1,5,460000
8204,Maruti Ertiga,Maruti,Ertiga,5,50000,Individual,Diesel,Manual,24.52,1248,2,7,700000
10759,Ford Figo,Ford,Figo,11,56000,Dealer,Diesel,Manual,20.0,1399,1,5,325000
15509,Renault Duster,Renault,Duster,5,56400,Individual,Diesel,Manual,19.87,1461,2,5,650000
2065,Honda City,Honda,City,11,80000,Individual,Petrol,Automatic,16.8,1497,2,5,300000
15005,Renault KWID,Renault,KWID,5,24668,Dealer,Petrol,Automatic,24.04,999,1,5,345000
9394,Ford Ecosport,Ford,Ecosport,3,5972,Dealer,Diesel,Manual,21.7,1498,2,5,975000
15683,Renault Duster,Renault,Duster,4,30000,Individual,Diesel,Manual,19.72,1461,2,5,1150000
18492,Skoda Superb,Skoda,Superb,11,95000,Dealer,Petrol,Manual,13.1,1798,3,5,300000
8418,Mahindra KUV,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,2,6,350000
11636,Maruti Swift,Maruti,Swift,9,60000,Individual,Diesel,Manual,22.9,1248,1,5,400000
12778,Honda City,Honda,City,4,36591,Trustmark Dealer,Petrol,Manual,17.8,1497,2,5,800000
9260,Hyundai i20,Hyundai,i20,9,74357,Dealer,Petrol,Manual,17.0,1197,2,5,470000
16781,Hyundai Verna,Hyundai,Verna,12,90000,Individual,Diesel,Manual,18.1,1493,2,5,290000
9757,Skoda Rapid,Skoda,Rapid,8,71000,Dealer,Diesel,Manual,20.5,1598,2,5,270000
15101,Ford Figo,Ford,Figo,6,60217,Dealer,Diesel,Manual,25.83,1498,2,5,540000
17121,Maruti Ertiga,Maruti,Ertiga,5,132000,Individual,Diesel,Manual,24.52,1248,2,7,800000
15347,Maruti Swift,Maruti,Swift,8,90000,Individual,Diesel,Manual,22.9,1248,1,5,430000
5451,Mahindra Bolero,Mahindra,Bolero,6,61440,Dealer,Diesel,Manual,15.96,2523,1,7,650000
18800,Maruti Swift,Maruti,Swift,8,90000,Dealer,Diesel,Manual,22.9,1248,1,5,525000
18707,Volkswagen Vento,Volkswagen,Vento,8,110000,Individual,Diesel,Manual,20.54,1598,2,5,350000
18116,Hyundai i10,Hyundai,i10,12,70000,Dealer,Petrol,Automatic,16.95,1197,2,5,235000
16815,Maruti Swift,Maruti,Swift,7,90000,Individual,Diesel,Manual,25.2,1248,1,5,390000
16311,Mahindra Scorpio,Mahindra,Scorpio,6,35000,Dealer,Diesel,Manual,15.4,2179,2,7,875000
9801,Toyota Fortuner,Toyota,Fortuner,8,30000,Dealer,Diesel,Manual,12.55,2982,3,7,1450000
18661,Maruti Wagon R,Maruti,Wagon R,12,26000,Individual,Petrol,Manual,18.9,998,1,5,150000
505,Renault Duster,Renault,Duster,6,68000,Dealer,Diesel,Manual,19.87,1461,2,5,550000
8392,Toyota Innova,Toyota,Innova,14,120000,Individual,Diesel,Manual,12.8,2494,2,8,300000
5370,Maruti Alto,Maruti,Alto,3,80000,Dealer,Petrol,Manual,22.74,796,1,5,290000
7797,Maruti Alto,Maruti,Alto,2,35000,Individual,Petrol,Manual,23.95,998,1,5,380000
8878,Ford Ecosport,Ford,Ecosport,5,50000,Dealer,Diesel,Manual,21.7,1498,2,5,650000
5690,Mahindra Scorpio,Mahindra,Scorpio,9,70000,Individual,Diesel,Manual,14.0,2523,1,8,400000
19364,Volkswagen Polo,Volkswagen,Polo,5,40000,Dealer,Petrol,Automatic,17.21,1197,2,5,565000
3700,Hyundai Grand,Hyundai,Grand,6,40103,Dealer,Petrol,Manual,18.9,1197,2,5,440000
3476,Hyundai Grand,Hyundai,Grand,5,40000,Dealer,Petrol,Manual,18.9,1197,2,5,510000
4640,Renault KWID,Renault,KWID,4,15000,Dealer,Petrol,Manual,23.01,999,1,5,330000
6264,Ford Figo,Ford,Figo,11,68176,Dealer,Diesel,Manual,20.0,1399,1,5,275000
161,Honda City,Honda,City,5,53000,Dealer,Petrol,Manual,16.8,1497,2,5,770000
747,Maruti Alto,Maruti,Alto,10,35000,Individual,Petrol,Manual,20.92,998,1,5,220000
15723,Maruti Wagon R,Maruti,Wagon R,5,120000,Individual,Petrol,Manual,20.51,998,1,5,250000
7090,Land Rover Rover,Land Rover,Rover,7,85000,Individual,Diesel,Automatic,12.35,2179,3,5,1800000
7712,Maruti Wagon R,Maruti,Wagon R,4,35000,Dealer,Petrol,Manual,21.79,998,1,5,450000
4077,Honda City,Honda,City,14,77034,Dealer,Petrol,Manual,16.9,1497,2,5,230000
199,Mahindra Bolero,Mahindra,Bolero,13,220000,Individual,Diesel,Manual,13.6,2523,1,7,260000
5615,Hyundai Verna,Hyundai,Verna,9,100000,Individual,Diesel,Manual,22.32,1582,3,5,520000
12397,Audi A4,Audi,A4,6,30000,Individual,Diesel,Automatic,17.11,1968,3,5,1800000
14345,Honda City,Honda,City,5,56000,Dealer,Diesel,Manual,26.0,1498,2,5,590000
1520,Maruti Alto,Maruti,Alto,17,80000,Individual,Petrol,Manual,19.7,796,1,5,77000
16116,Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Dealer,Diesel,Manual,23.4,1248,1,5,359000
3882,Toyota Innova,Toyota,Innova,7,115000,Dealer,Diesel,Manual,12.8,2494,2,7,996000
6274,Hyundai Grand,Hyundai,Grand,6,110000,Individual,Diesel,Manual,24.0,1120,1,5,380000
4021,Ford Figo,Ford,Figo,10,113000,Dealer,Diesel,Manual,20.0,1399,1,5,290000
6970,Maruti Swift,Maruti,Swift,3,30000,Individual,Petrol,Manual,22.0,1197,2,5,550000
10401,Ford Ecosport,Ford,Ecosport,6,160000,Individual,Diesel,Manual,22.77,1498,2,5,500000
12290,Honda Civic,Honda,Civic,12,62380,Dealer,Petrol,Manual,13.5,1799,3,5,245000
18530,Maruti Swift Dzire,Maruti,Swift Dzire,8,45000,Dealer,Diesel,Manual,28.4,1248,1,5,625000
17618,Tata Tiago,Tata,Tiago,3,31000,Dealer,Petrol,Manual,23.84,1199,2,5,475000
691,Datsun RediGO,Datsun,RediGO,3,20000,Individual,Petrol,Manual,22.7,799,1,5,210000
7505,Mahindra XUV500,Mahindra,XUV500,8,99000,Dealer,Diesel,Manual,15.1,2179,3,7,650000
2751,Maruti Alto,Maruti,Alto,4,33000,Dealer,Petrol,Manual,24.7,796,1,5,330000
5278,Volkswagen Vento,Volkswagen,Vento,10,56238,Dealer,Diesel,Manual,20.54,1598,2,5,415000
8119,Datsun RediGO,Datsun,RediGO,4,10000,Individual,Petrol,Manual,22.7,799,1,5,350000
6269,Hyundai Creta,Hyundai,Creta,3,20000,Individual,Diesel,Manual,19.67,1582,3,5,1100000
2163,Hyundai i20,Hyundai,i20,6,31695,Dealer,Petrol,Manual,18.6,1197,2,5,589000
17356,Audi A4,Audi,A4,8,52000,Dealer,Petrol,Automatic,15.64,1798,3,5,1400000
18175,Maruti Alto,Maruti,Alto,1,5000,Individual,Petrol,Manual,22.05,796,1,5,400000
14162,Audi A6,Audi,A6,5,25000,Dealer,Petrol,Automatic,15.26,1798,3,5,2950000
1568,Hyundai i20,Hyundai,i20,7,50000,Individual,Petrol,Manual,18.6,1197,2,5,400000
17419,Jaguar XF,Jaguar,XF,2,14000,Dealer,Diesel,Automatic,19.33,1999,3,5,4550000
12774,Hyundai Creta,Hyundai,Creta,4,85000,Dealer,Diesel,Manual,22.1,1396,2,5,825000
18642,BMW 5,BMW,5,1,15000,Dealer,Diesel,Automatic,18.59,2993,4,5,5400000
8060,Hyundai Santro,Hyundai,Santro,12,57313,Dealer,Petrol,Manual,17.92,1086,1,5,275000
18900,Ford Figo,Ford,Figo,6,100000,Individual,Diesel,Manual,25.83,1498,2,5,400000
12004,Mahindra Scorpio,Mahindra,Scorpio,4,60000,Individual,Diesel,Manual,16.36,2179,3,7,1250000
4145,Maruti Wagon R,Maruti,Wagon R,6,48000,Dealer,CNG,Manual,32.52,998,1,5,365000
2137,Ford Aspire,Ford,Aspire,3,50000,Individual,Diesel,Manual,26.1,1498,2,5,800000
1207,Maruti Baleno,Maruti,Baleno,1,1500,Individual,Petrol,Manual,21.01,1197,2,5,624000
11983,Honda City,Honda,City,5,51000,Dealer,Petrol,Manual,17.8,1497,2,5,670000
13903,Hyundai i10,Hyundai,i10,10,58000,Dealer,Petrol,Manual,20.36,1197,2,5,210000
16331,Maruti Alto,Maruti,Alto,4,61000,Dealer,CNG,Manual,33.44,796,1,4,340000
6359,Honda Jazz,Honda,Jazz,5,46858,Dealer,Petrol,Automatic,19.0,1199,2,5,725000
14984,Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,1,5,355000
15709,Hyundai Grand,Hyundai,Grand,5,44000,Dealer,Petrol,Manual,18.9,1197,2,5,410000
2590,Maruti Swift Dzire,Maruti,Swift Dzire,10,35000,Dealer,Petrol,Manual,17.5,1298,2,5,350000
6302,Mahindra Bolero,Mahindra,Bolero,14,110000,Individual,Diesel,Manual,13.6,2523,1,7,250000
929,Ford Figo,Ford,Figo,6,34500,Dealer,Petrol,Manual,15.6,1196,1,5,335000
12946,Hyundai Santro,Hyundai,Santro,13,34698,Dealer,Petrol,Manual,17.92,1086,1,5,90000
17011,Mahindra XUV300,Mahindra,XUV300,2,13921,Dealer,Petrol,Manual,17.0,1197,2,5,975000
13848,Hyundai Grand,Hyundai,Grand,7,41000,Dealer,Petrol,Manual,18.9,1197,2,5,355000
12312,Mahindra XUV500,Mahindra,XUV500,2,25000,Individual,Diesel,Automatic,15.1,2179,3,7,1800000
16848,Hyundai Grand,Hyundai,Grand,3,18000,Dealer,Diesel,Manual,24.0,1120,1,5,685000
18211,Toyota Fortuner,Toyota,Fortuner,8,100000,Dealer,Diesel,Manual,12.55,2982,3,7,1250000
10400,Maruti Ciaz,Maruti,Ciaz,5,36889,Dealer,Petrol,Manual,20.73,1373,2,5,530000
18741,Maruti Swift Dzire,Maruti,Swift Dzire,8,80000,Individual,Diesel,Manual,23.4,1248,1,5,400000
13936,Maruti Swift,Maruti,Swift,8,100000,Individual,Diesel,Manual,22.9,1248,1,5,320000
14036,Ford Ecosport,Ford,Ecosport,6,46000,Dealer,Diesel,Manual,22.7,1498,2,5,570000
3335,Hyundai i20,Hyundai,i20,9,76000,Dealer,Diesel,Manual,21.9,1396,2,5,385000
201,Mahindra Scorpio,Mahindra,Scorpio,9,170000,Individual,Diesel,Manual,12.05,2179,2,8,550000
15099,Volkswagen Polo,Volkswagen,Polo,5,32967,Dealer,Petrol,Manual,16.2,1199,1,5,675000
8744,Mahindra Bolero,Mahindra,Bolero,8,65784,Dealer,Diesel,Manual,15.96,2523,1,7,345000
592,Maruti Wagon R,Maruti,Wagon R,5,58000,Dealer,CNG,Manual,26.2,998,1,5,275000
3045,Renault Duster,Renault,Duster,7,61125,Dealer,Diesel,Manual,19.64,1461,2,5,550000
18783,Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Individual,Diesel,Manual,26.59,1248,1,5,500000
9135,Maruti Alto,Maruti,Alto,4,7000,Individual,Petrol,Manual,23.95,998,1,5,300000
10968,Ford Figo,Ford,Figo,8,95000,Individual,Diesel,Manual,20.0,1399,1,5,220000
9698,Tata Nexon,Tata,Nexon,3,15000,Individual,Diesel,Manual,21.5,1497,2,5,850000
6795,Maruti Swift Dzire,Maruti,Swift Dzire,3,30000,Individual,Diesel,Manual,28.4,1248,1,5,750000
3759,Mahindra Bolero,Mahindra,Bolero,12,100000,Individual,Diesel,Manual,13.6,2523,1,7,260000
9888,Honda City,Honda,City,5,47129,Dealer,Diesel,Manual,26.0,1498,2,5,600000
4017,Honda Jazz,Honda,Jazz,5,22000,Dealer,Petrol,Manual,18.7,1199,2,5,575000
2071,Maruti Vitara,Maruti,Vitara,4,55000,Dealer,Diesel,Manual,24.3,1248,2,5,925000
14828,Honda WR-V,Honda,WR-V,3,20000,Individual,Diesel,Manual,25.5,1498,2,5,950000
12533,Maruti Swift,Maruti,Swift,5,20000,Individual,Petrol,Manual,21.21,1197,2,5,450000
5475,Tata Tigor,Tata,Tigor,4,95000,Individual,Diesel,Manual,24.7,1047,1,5,600000
10012,Maruti Wagon R,Maruti,Wagon R,16,40000,Individual,Petrol,Manual,18.9,998,1,5,75000
16708,Volkswagen Vento,Volkswagen,Vento,4,16219,Dealer,Petrol,Manual,17.69,999,2,5,845000
1642,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,6,56000,Dealer,Diesel,Automatic,13.5,2987,4,5,4500000
5934,Maruti Ciaz,Maruti,Ciaz,4,52000,Dealer,Diesel,Manual,28.09,1248,2,5,725000
7654,Maruti Swift Dzire,Maruti,Swift Dzire,4,115000,Individual,Diesel,Manual,28.4,1248,1,5,600000
11155,Maruti Wagon R,Maruti,Wagon R,12,50000,Individual,Petrol,Manual,18.9,1061,1,5,200000
8721,Renault KWID,Renault,KWID,4,28000,Individual,Petrol,Manual,25.17,799,1,5,290000
1343,Renault Duster,Renault,Duster,8,61000,Dealer,Diesel,Manual,19.87,1461,2,5,450000
14601,Hyundai Santro,Hyundai,Santro,13,81000,Individual,Petrol,Manual,17.92,1086,1,5,125000
6549,Ford Figo,Ford,Figo,6,40000,Individual,Diesel,Manual,20.0,1399,1,5,450000
6481,Ford Figo,Ford,Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,2,5,595000
9658,Maruti Swift,Maruti,Swift,7,75000,Dealer,Diesel,Manual,17.8,1248,1,5,470000
12585,Ford Ecosport,Ford,Ecosport,6,42000,Dealer,Petrol,Automatic,14.7,1496,3,5,650000
18750,Honda City,Honda,City,5,56210,Dealer,Petrol,Manual,17.8,1497,2,5,715000
6098,Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Petrol,Manual,20.51,998,1,5,380000
7411,Renault KWID,Renault,KWID,4,22017,Dealer,Petrol,Manual,23.01,999,1,5,380000
4775,Hyundai i10,Hyundai,i10,8,40000,Individual,Petrol,Manual,19.81,1086,1,5,295000
1379,Honda City,Honda,City,3,41000,Dealer,Petrol,Manual,17.4,1497,2,5,800000
9417,Maruti Wagon R,Maruti,Wagon R,7,70000,Individual,Petrol,Manual,20.51,998,1,5,400000
18893,Renault KWID,Renault,KWID,5,40087,Dealer,Petrol,Manual,23.01,999,1,5,310000
6245,Mahindra Bolero,Mahindra,Bolero,11,199900,Individual,Diesel,Manual,13.6,2523,1,7,350000
1323,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,29000,Individual,Diesel,Automatic,13.0,2987,4,5,3500000
7665,Maruti Wagon R,Maruti,Wagon R,5,63359,Dealer,Petrol,Automatic,20.51,998,1,5,360000
7914,Hyundai Grand,Hyundai,Grand,3,9095,Dealer,Petrol,Manual,18.9,1197,2,5,579000
7035,Maruti Baleno,Maruti,Baleno,3,21340,Individual,Petrol,Manual,21.1,998,2,5,600000
10748,Maruti Swift Dzire,Maruti,Swift Dzire,5,67004,Dealer,Diesel,Manual,19.3,1248,1,5,585000
16416,BMW X3,BMW,X3,7,65000,Dealer,Diesel,Automatic,16.09,1995,3,5,2025000
4147,Volkswagen Polo,Volkswagen,Polo,5,60000,Dealer,Petrol,Automatic,17.21,1197,2,5,690000
1717,Maruti Swift,Maruti,Swift,4,80000,Individual,Diesel,Manual,28.4,1248,1,5,550000
7771,Toyota Innova,Toyota,Innova,9,35000,Individual,Diesel,Manual,12.8,2494,2,7,1175000
11424,Hyundai i20,Hyundai,i20,10,38225,Dealer,Petrol,Manual,18.5,1197,2,5,240000
19012,Maruti Alto,Maruti,Alto,3,35112,Dealer,Petrol,Manual,24.7,796,1,5,359000
10766,Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,23.95,998,1,5,310000
18728,Volkswagen Polo,Volkswagen,Polo,9,104233,Dealer,Diesel,Manual,22.07,1199,1,5,380000
4545,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,45000,Dealer,Diesel,Automatic,13.0,2143,4,5,2475000
9474,Hyundai i20,Hyundai,i20,4,35000,Individual,Petrol,Manual,18.6,1197,2,5,625000
9857,Mahindra Scorpio,Mahindra,Scorpio,15,200000,Individual,Diesel,Manual,10.5,2179,2,8,250000
3018,Toyota Innova,Toyota,Innova,7,34000,Dealer,Diesel,Manual,12.99,2494,2,7,1195000
19425,Maruti Wagon R,Maruti,Wagon R,7,83521,Dealer,CNG,Manual,32.52,998,1,5,335000
17000,Ford Ecosport,Ford,Ecosport,7,56017,Dealer,Diesel,Manual,22.7,1498,2,5,685000
15890,Honda City,Honda,City,17,170000,Individual,Petrol,Automatic,12.0,1493,2,5,150000
8507,Hyundai i20,Hyundai,i20,7,25000,Individual,Diesel,Manual,22.54,1396,2,5,500000
6670,Mahindra Bolero,Mahindra,Bolero,14,90000,Individual,Diesel,Manual,13.6,2523,1,7,230000
12336,Toyota Fortuner,Toyota,Fortuner,11,67000,Dealer,Diesel,Manual,11.5,2982,3,7,825000
6962,Maruti Wagon R,Maruti,Wagon R,7,65369,Dealer,Petrol,Manual,18.9,998,1,5,390000
4038,Tata Tigor,Tata,Tigor,3,26000,Individual,Diesel,Manual,24.7,1047,1,5,680000
6491,Maruti Swift Dzire,Maruti,Swift Dzire,8,200000,Individual,Diesel,Manual,23.4,1248,1,5,370000
16882,Hyundai i20,Hyundai,i20,9,69000,Dealer,Diesel,Manual,21.9,1396,2,5,460000
196,Ford Figo,Ford,Figo,10,60000,Individual,Diesel,Manual,20.0,1399,1,5,300000
9349,Maruti Vitara,Maruti,Vitara,3,64000,Individual,Diesel,Manual,24.3,1248,2,5,790000
7173,Maruti Wagon R,Maruti,Wagon R,3,37650,Dealer,Petrol,Manual,21.79,998,1,5,470000
8548,Toyota Innova,Toyota,Innova,4,70000,Dealer,Diesel,Manual,13.68,2393,3,7,1595000
10110,Renault Duster,Renault,Duster,6,42000,Dealer,Diesel,Manual,19.01,1461,2,5,550000
8330,Maruti Eeco,Maruti,Eeco,10,62000,Dealer,Petrol,Manual,15.37,1196,1,5,350000
8856,Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Diesel,Manual,26.59,1248,1,5,500000
16796,Volkswagen Vento,Volkswagen,Vento,4,49000,Dealer,Diesel,Automatic,22.15,1498,2,5,950000
1302,Maruti Wagon R,Maruti,Wagon R,3,16631,Trustmark Dealer,Petrol,Manual,20.51,998,1,5,410000
19337,Honda Jazz,Honda,Jazz,6,60000,Dealer,Diesel,Manual,27.3,1498,2,5,695000
13464,Hyundai Grand,Hyundai,Grand,4,23000,Dealer,Petrol,Manual,18.9,1197,2,5,455000
6907,Hyundai Creta,Hyundai,Creta,6,120000,Individual,Diesel,Automatic,17.01,1582,3,5,850000
8034,Hyundai i20,Hyundai,i20,5,50000,Dealer,Diesel,Manual,22.54,1396,2,5,650000
9311,Maruti Swift,Maruti,Swift,10,70000,Individual,Petrol,Manual,16.1,1197,2,5,240000
17885,Hyundai i10,Hyundai,i10,7,45000,Dealer,Petrol,Manual,19.81,1086,1,5,425000
7928,Hyundai i20,Hyundai,i20,9,40000,Individual,Diesel,Manual,21.27,1396,2,5,570000
4854,Volkswagen Vento,Volkswagen,Vento,7,52455,Dealer,Diesel,Manual,20.54,1598,2,5,565000
11839,Maruti Ertiga,Maruti,Ertiga,8,57001,Dealer,Diesel,Manual,20.77,1248,2,7,449000
5770,Honda Jazz,Honda,Jazz,6,40876,Dealer,Petrol,Manual,16.6,1199,2,5,490000
10919,Ford Freestyle,Ford,Freestyle,3,7000,Individual,Petrol,Manual,19.0,1194,2,5,750000
7996,Hyundai i20,Hyundai,i20,6,30000,Individual,Petrol,Manual,18.6,1197,2,5,550000
1870,BMW X3,BMW,X3,9,200000,Individual,Diesel,Automatic,16.09,1995,3,5,1500000
299,Hyundai i20,Hyundai,i20,7,52000,Dealer,Petrol,Manual,18.6,1197,2,5,395000
7613,Honda Jazz,Honda,Jazz,5,66325,Dealer,Diesel,Manual,27.3,1498,2,5,625000
9674,Datsun RediGO,Datsun,RediGO,3,25000,Individual,Petrol,Manual,22.7,799,1,5,250000
14586,Renault Duster,Renault,Duster,7,62000,Dealer,Diesel,Manual,19.01,1461,2,5,475000
5401,Maruti Swift,Maruti,Swift,11,85520,Dealer,Petrol,Manual,22.0,1197,2,5,280000
5801,Maruti Swift Dzire,Maruti,Swift Dzire,3,29000,Individual,Diesel,Manual,28.4,1248,1,5,720000
15317,Ford Freestyle,Ford,Freestyle,3,25000,Individual,Petrol,Manual,19.0,1194,2,5,650000
8699,Maruti Baleno,Maruti,Baleno,3,10000,Individual,Petrol,Automatic,21.4,1197,2,5,800000
2566,Renault KWID,Renault,KWID,5,37250,Dealer,Petrol,Manual,25.17,799,1,5,325000
12719,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,7,20001,Dealer,Diesel,Automatic,13.5,2987,4,5,5500000
2034,Maruti Ciaz,Maruti,Ciaz,3,15700,Dealer,Petrol,Automatic,20.28,1462,2,5,920000
12117,Maruti Swift,Maruti,Swift,5,36000,Dealer,Petrol,Manual,20.4,1197,2,5,421000
10313,Hyundai Verna,Hyundai,Verna,5,52000,Dealer,Diesel,Manual,25.0,1493,2,5,680000
8448,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,78000,Dealer,Diesel,Automatic,14.21,2143,4,5,1100000
12199,Maruti Swift Dzire,Maruti,Swift Dzire,5,64000,Dealer,Petrol,Manual,22.0,1197,2,5,450000
8107,Mahindra Bolero,Mahindra,Bolero,3,35000,Individual,Diesel,Manual,16.5,1493,1,7,800000
12563,Hyundai i20,Hyundai,i20,5,22000,Dealer,Petrol,Manual,18.6,1197,2,5,549000
19062,Hyundai i10,Hyundai,i10,10,66381,Dealer,Petrol,Manual,20.36,1197,2,5,270000
10894,Mahindra Scorpio,Mahindra,Scorpio,8,110000,Individual,Diesel,Automatic,11.79,2179,2,8,550000
3139,Maruti Eeco,Maruti,Eeco,6,16000,Individual,CNG,Manual,21.94,1196,1,5,400000
9126,Maruti Alto,Maruti,Alto,5,8230,Dealer,Petrol,Manual,20.92,998,1,5,270000
13597,Maruti Ertiga,Maruti,Ertiga,7,40000,Individual,Petrol,Manual,16.02,1373,2,7,650000
2598,Maruti Ciaz,Maruti,Ciaz,5,86000,Dealer,Diesel,Manual,28.09,1248,2,5,680000
18271,Maruti Alto,Maruti,Alto,3,25000,Individual,Petrol,Manual,24.7,796,1,5,300000
12224,Ford Ecosport,Ford,Ecosport,3,19000,Dealer,Diesel,Manual,23.0,1498,2,5,950000
10795,Hyundai Creta,Hyundai,Creta,3,80000,Individual,Diesel,Manual,21.38,1396,2,5,910000
15639,Maruti Wagon R,Maruti,Wagon R,2,17000,Individual,Petrol,Manual,20.52,1197,2,5,550000
16150,Renault KWID,Renault,KWID,5,14000,Dealer,Petrol,Manual,22.3,799,1,5,370000
10259,Maruti Wagon R,Maruti,Wagon R,19,123500,Individual,Petrol,Manual,17.3,1061,1,5,80000
18956,Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Petrol,Manual,20.73,1373,2,5,725000
4353,Hyundai Grand,Hyundai,Grand,7,38000,Individual,Petrol,Manual,18.9,1197,2,5,430000
1385,Mahindra Scorpio,Mahindra,Scorpio,5,46000,Dealer,Diesel,Manual,15.4,1997,2,7,1065000
3004,Maruti Wagon R,Maruti,Wagon R,7,27000,Dealer,Petrol,Manual,21.5,1197,2,5,370000
4249,Maruti Swift,Maruti,Swift,2,5000,Individual,Petrol,Manual,21.21,1197,2,5,610000
17539,Maruti Ciaz,Maruti,Ciaz,4,45185,Dealer,Diesel,Manual,28.09,1248,2,5,875000
4863,Maruti Eeco,Maruti,Eeco,2,25000,Individual,Petrol,Manual,15.37,1196,1,5,411000
4652,Honda Jazz,Honda,Jazz,4,20000,Dealer,Petrol,Automatic,19.0,1199,2,5,695000
18245,Honda City,Honda,City,6,85118,Dealer,Petrol,Automatic,18.0,1497,2,5,660000
225,Ford Figo,Ford,Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,1,5,185000
4977,Honda City,Honda,City,4,59000,Dealer,Petrol,Automatic,18.0,1497,2,5,900000
19336,Skoda Rapid,Skoda,Rapid,3,55000,Dealer,Diesel,Manual,21.14,1498,2,5,890000
5357,Toyota Fortuner,Toyota,Fortuner,9,74896,Dealer,Diesel,Manual,12.55,2982,3,7,1400000
7709,Maruti Swift Dzire,Maruti,Swift Dzire,3,31000,Dealer,Petrol,Manual,21.21,1197,2,5,675000
18768,Honda CR-V,Honda,CR-V,17,87000,Dealer,Petrol,Automatic,13.7,1997,3,5,450000
3148,Skoda Octavia,Skoda,Octavia,5,27000,Dealer,Petrol,Automatic,14.7,1798,3,5,1170000
18270,BMW 5,BMW,5,7,70400,Dealer,Diesel,Automatic,18.84,1995,3,5,2150000
5642,Maruti Vitara,Maruti,Vitara,5,60000,Individual,Diesel,Manual,24.3,1248,2,5,615000
15038,Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Diesel,Manual,21.14,1498,2,5,535000
1995,Maruti Ertiga,Maruti,Ertiga,8,68500,Dealer,CNG,Manual,22.8,1373,2,7,585000
4760,Ford Ecosport,Ford,Ecosport,2,10000,Individual,Petrol,Automatic,14.8,1497,3,5,950000
1322,Datsun GO,Datsun,GO,4,20000,Individual,Petrol,Manual,20.63,1198,1,5,300000
6093,Toyota Innova,Toyota,Innova,6,192000,Dealer,Diesel,Manual,12.99,2494,2,8,1225000
9240,Hyundai Grand,Hyundai,Grand,3,48000,Dealer,Diesel,Manual,24.0,1186,1,5,625000
15854,Hyundai i20,Hyundai,i20,8,89000,Individual,Diesel,Manual,21.9,1396,2,5,400000
4473,Hyundai i20,Hyundai,i20,5,57000,Dealer,Diesel,Manual,22.54,1396,2,5,650000
18235,Toyota Innova,Toyota,Innova,8,106000,Dealer,Diesel,Manual,12.99,2494,2,8,950000
15104,Maruti Wagon R,Maruti,Wagon R,13,67000,Dealer,Petrol,Manual,14.0,1061,1,5,145000
6343,Hyundai Grand,Hyundai,Grand,7,95094,Dealer,Diesel,Manual,24.0,1120,1,5,395000
10090,Maruti Swift,Maruti,Swift,10,35000,Individual,Petrol,Manual,18.6,1197,2,5,270000
8404,Hyundai i10,Hyundai,i10,14,78000,Dealer,Petrol,Manual,20.36,1197,2,5,225000
8339,Hyundai i20,Hyundai,i20,4,33048,Dealer,Petrol,Manual,18.6,1197,2,5,630000
9520,Maruti Wagon R,Maruti,Wagon R,14,70000,Individual,Petrol,Manual,18.9,1061,1,5,80000
16265,Maruti Wagon R,Maruti,Wagon R,7,71000,Dealer,CNG,Manual,26.2,998,1,5,370000
13042,Mahindra XUV500,Mahindra,XUV500,4,65000,Dealer,Diesel,Automatic,16.0,2179,3,7,1175000
2742,Hyundai Creta,Hyundai,Creta,3,65411,Dealer,Diesel,Manual,19.67,1582,3,5,1360000
17967,Maruti Alto,Maruti,Alto,11,70000,Individual,Petrol,Manual,19.7,796,1,5,135000
6867,Toyota Innova,Toyota,Innova,5,86000,Dealer,Diesel,Manual,13.68,2393,3,8,1695000
